service_request_id,requested_datetime,updated_datetime,source,service_name,description,agency_responsible,address,council_district,status_description,lat,long
5070505,2018-07-02 12:16:00,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM,"10509 GRECIAN RD , LOUISVILLE, KY, 40272",25,CLOSED,38.1007984151,-85.8521474101
5081174,2018-07-02 12:18:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"211 S 39TH ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2615477784,-85.8140271524
5081175,2018-07-02 12:18:51,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"676 S 40TH ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2511947073,-85.818673106
5081176,2018-07-02 12:19:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"908 LOGAN ST , LOUISVILLE, KY, 40204",4,CLOSED,38.2393867753,-85.7394805002
5081177,2018-07-02 12:19:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"4221 SUNSET DR , LOUISVILLE, KY, 40216",1,CLOSED,38.1908402715,-85.8354868409
5081179,2018-07-02 12:21:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"2606 OREGON AVE , LOUISVILLE, KY, 40210",3,CLOSED,38.2208235415,-85.8013070702
5081180,2018-07-02 12:22:43,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"321 S 43RD ST , LOUISVILLE, KY, 40212",5,CLOSED,38.260390521,-85.8208571921
5077371,2018-07-02 12:24:00,,UNKNOWN,ZONING CONCERNS,"ZONING, ILLEGAL BUSINESS OR SIGNS ON PRIVATE PROPERTY, ILSGN, ZONE",IPL-PROPERTY MAINTENANCE DIV.,"7118 ROLLING CREEK BLVD , HOLLOW CREEK, KY, 40228",23,OPEN,38.150732719,-85.6257536006
5081183,2018-07-02 12:26:29,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"6330 STRAWBERRY LN , LOUISVILLE, KY, 40214",21,CLOSED,38.1625260986,-85.7566307517
5070505,2018-07-02 12:29:00,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM,"10509 GRECIAN RD , LOUISVILLE, KY, 40272",25,CLOSED,38.1007984151,-85.8521474101
5081185,2018-07-02 12:29:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1836 PORTLAND AVE , LOUISVILLE, KY, 40203",5,OPEN,38.2651803418,-85.7786196922
5081186,2018-07-02 12:30:00,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," BARDSTOWN RD , LOUISVILLE, KY, 40218",10,CLOSED,38.2097017141,-85.6700052241
5081187,2018-07-02 12:30:22,,UNKNOWN,ZONING CONCERNS,"ZONING, ILLEGAL BUSINESS OR SIGNS ON PRIVATE PROPERTY, ILSGN, ZONE",IPL-PROPERTY MAINTENANCE DIV.,"3000 KLONWAY DR , LOUISVILLE, KY, 40220",26,CLOSED,38.2049399165,-85.6345690193
5075975,2018-07-02 12:31:00,,UNKNOWN,STREET RESURFACE,"STREET RESURFACE, PAVE, PAVING",Public Works Engineering Div.,"8203 RED STONE HILL RD , LOUISVILLE, KY, 40214",25,CLOSED,38.1385537757,-85.8007591149
5081189,2018-07-02 12:31:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"11201 THUNDER DR , LOUISVILLE, KY, 40272",25,CLOSED,38.0926316802,-85.8685548377
5081196,2018-07-02 12:35:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"3622 DOWNING WAY , LOUISVILLE, KY, 40218",26,OPEN,38.2027115719,-85.655339029
5081197,2018-07-02 12:35:00,,UNKNOWN,NEW GARBAGE CART,"NEW GARBAGE CART, CARTN, SWMS",SWMS - ADMINISTRATION,"1531 S 31ST ST , LOUISVILLE, KY, 40211",3,OPEN,38.2305415471,-85.806991425
5081200,2018-07-02 12:36:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"730 S 36TH ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2486567603,-85.8111096959
5081201,2018-07-02 12:36:26,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"4714 CHURCH RD , LOUISVILLE, KY, 40272",25,CLOSED,38.1013050182,-85.8522558805
5081202,2018-07-02 12:37:20,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"656 S 37TH ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2517277218,-85.813537044
5081208,2018-07-02 12:41:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"435 AMY AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.2581201604,-85.8132149109
5081209,2018-07-02 12:41:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1531 S 31ST ST , LOUISVILLE, KY, 40211",3,OPEN,38.2305415471,-85.806991425
5081211,2018-07-02 12:41:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"1531 S 31ST ST , LOUISVILLE, KY, 40211",3,CLOSED,38.2305415471,-85.806991425
5081212,2018-07-02 12:43:00,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," LEXINGTON RD , LOUISVILLE, KY, 40206",8,OPEN,38.2453691626,-85.6878960735
5081214,2018-07-02 12:44:23,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1533 S 31ST ST , LOUISVILLE, KY, 40211",3,CLOSED,38.2304653661,-85.8069375657
5081215,2018-07-02 12:45:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"800 S 39TH ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2481023719,-85.816823211
5080062,2018-07-02 12:46:00,,UNKNOWN,TRAFFIC CONCERN,"TRAFFIC CONCERN, SPEED, ILLEGAL PARKING OUTSIDE PARC AREAS, ILLPK, TRAFC",METRO POLICE DEPARTMENT,"3100 TAYLOR BLVD , LOUISVILLE, KY, 40215",6,OPEN,38.2064340299,-85.776813133
5081218,2018-07-02 12:46:00,,UNKNOWN,NEW GARBAGE CART,"NEW GARBAGE CART, CARTN, SWMS",SWMS - ADMINISTRATION,"900 E JEFFERSON ST , LOUISVILLE, KY, 40206",4,CLOSED,38.251395121,-85.7361500153
5081219,2018-07-02 12:47:00,,UNKNOWN,ROAD CONSTRUCT,"ROAD CONSTRUCT, CONSTRUCTION, GENERAL,  CLOSED, CLOSURE, ROADC",PUBLIC WORKS INSPECTION GROUP,"2201 STRATHMOOR BLVD , STRATHMOOR VILLAGE, KY, 40205",8,CLOSED,38.2206516208,-85.6808064966
5081220,2018-07-02 12:47:45,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"800 S 38TH ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2480724669,-85.8153668296
5081224,2018-07-02 12:48:29,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"1408 CUNNINGHAM CT , LOUISVILLE, KY, 40211",1,CLOSED,38.2327307087,-85.8108788627
5063046,2018-07-02 12:49:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1110 LINCOLN AVE , LOUISVILLE, KY, 40208",6,CLOSED,38.2121138777,-85.7744784616
5081225,2018-07-02 12:49:00,,UNKNOWN,ROAD CONSTRUCT,"ROAD CONSTRUCT, CONSTRUCTION, GENERAL,  CLOSED, CLOSURE, ROADC",PUBLIC WORKS INSPECTION GROUP,"2200 BARDSTOWN RD , LOUISVILLE, KY, 40205",8,CLOSED,38.2242927977,-85.6937837675
5088824,2018-07-02 12:49:00,,UNKNOWN,GARBAGE VIOLATIO,"GARBAGE VIOLATION, GARBV, SWMS",SWMS - ENFORCEMENT UNIT,"1136 S 3RD ST 1, LOUISVILLE, KY, 40203",6,CLOSED,38.2359510864,-85.7589440683
5081226,2018-07-02 12:49:46,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"7414 JONATHAN WAY , LOUISVILLE, KY, 40228",23,CLOSED,38.1290352098,-85.6237787151
5081227,2018-07-02 12:49:47,,UNKNOWN,MISCELLANEOUS,"MISCELLANEOUS, MISC, CONCERN, ISSUE",SWMS - ADMINISTRATION,"2507 DUMESNIL ST , LOUISVILLE, KY, 40210",6,CLOSED,38.2370588578,-85.7954069414
5081228,2018-07-02 12:49:56,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"1110 LINCOLN AVE , LOUISVILLE, KY, 40208",6,CLOSED,38.2121138777,-85.7744784616
5081236,2018-07-02 12:51:00,,UNKNOWN,VAP STRUC TRASH,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE , TRASH, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"1607 S 28TH ST , LOUISVILLE, KY, 40211",3,CLOSED,38.2299977445,-85.8010085714
5081230,2018-07-02 12:51:24,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION,"3357 TAYLOR BLVD , LOUISVILLE, KY, 40215",15,CLOSED,38.1999566812,-85.7821550366
5081231,2018-07-02 12:51:37,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1607 S 28TH ST , LOUISVILLE, KY, 40211",3,CLOSED,38.2299977445,-85.8010085714
5081234,2018-07-02 12:52:00,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," S HANCOCK ST , LOUISVILLE, KY, 40202",4,CLOSED,38.2473513134,-85.7431577215
5081235,2018-07-02 12:52:14,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"3419 SHANKS LN 1, LOUISVILLE, KY, 40216",1,CLOSED,38.1967971477,-85.8451698879
5081237,2018-07-02 12:53:00,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",LPM,"1444 CATALPA ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2325620369,-85.8025187433
5081239,2018-07-02 12:55:00,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"3115 ELLIOTT AVE , LOUISVILLE, KY, 40211",5,CLOSED,38.2517859347,-85.8038247796
5081240,2018-07-02 12:55:00,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"3524 WEXFORD DR , LOUISVILLE, KY, 40218",10,CLOSED,38.1994144444,-85.6738177712
5081244,2018-07-02 12:55:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"3113 ELLIOTT AVE , LOUISVILLE, KY, 40211",5,CLOSED,38.2518372086,-85.8036865649
5081242,2018-07-02 12:56:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"808 N 33RD ST , LOUISVILLE, KY, 40212",5,OPEN,38.2768443716,-85.8015251319
5041752,2018-07-02 12:57:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"5515 WESTHALL AVE , LOUISVILLE, KY, 40214",21,CLOSED,38.1509975003,-85.77369468
5081245,2018-07-02 12:57:23,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"1220 MORGAN AVE , LOUISVILLE, KY, 40213",10,CLOSED,38.1934044407,-85.7271483128
5081246,2018-07-02 12:59:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," ROOSEVELT AVE , LOUISVILLE, KY, 40213",10,OPEN,38.1931911879,-85.7206913082
5081247,2018-07-02 12:59:00,,UNKNOWN,STREET TREE,"STREET EASEMENT TREES, OBSTRUCTION, ROWOB",COMMUNITY FORESTRY ARBORIST,"2800 S 3RD ST , LOUISVILLE, KY, 40208",15,CLOSED,38.2087239104,-85.7635753836
5081250,2018-07-02 13:02:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," GRASTON AVE , LOUISVILLE, KY, 40216",12,OPEN,38.1703235556,-85.835387325
5081251,2018-07-02 13:02:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"7201 BETSY ROSS DR , LOUISVILLE, KY, 40272",14,CLOSED,38.0594269046,-85.8985168427
5081252,2018-07-02 13:03:00,,UNKNOWN,WEATHER RELATED,"WEATHER RELATED, STORM",PUBLIC WORKS STORM/SNOW EVENT,"1515 CATALPA ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2311883167,-85.8021446863
5081253,2018-07-02 13:03:00,,UNKNOWN,ILLEGAL DUMPING,"ILLEGAL DUMPING, NOT ON PRIVATE PROPERTY, DUMPV, SWMS",SWMS - ENFORCEMENT UNIT,"3810 GREENWOOD AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.2435979836,-85.8168444439
5056605,2018-07-02 13:04:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1515 CATALPA ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2311883167,-85.8021446863
5081255,2018-07-02 13:05:15,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION,"736 S 43RD ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2483568492,-85.8240412463
5081259,2018-07-02 13:06:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"628 S 41ST ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2540549638,-85.8196021344
5081260,2018-07-02 13:06:00,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM,"4400 MURPHY LN , FINCASTLE, KY, 40241",17,CLOSED,38.3076455765,-85.5370951661
5081261,2018-07-02 13:07:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"1202 ALGONQUIN PKY , LOUISVILLE, KY, 40208",3,OPEN,38.2175621657,-85.7759921902
5081262,2018-07-02 13:08:25,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION," ATWOOD ST , LOUISVILLE, KY, 40217",15,CLOSED,38.2155819992,-85.7516390733
5081263,2018-07-02 13:08:32,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION,"2705 RALPH AVE , SHIVELY, KY, 40216",3,CLOSED,38.2060922626,-85.8171043239
5081264,2018-07-02 13:09:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"3401 JEWELL AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.2673675279,-85.8043463386
5081265,2018-07-02 13:10:10,,UNKNOWN,VAP STRUC VEHIC,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE, VEHICLE",IPL-PROPERTY MAINTENANCE DIV.,"1023 BARDSTOWN RD , LOUISVILLE, KY, 40204",8,CLOSED,38.2400474104,-85.7231242965
5081266,2018-07-02 13:11:00,,UNKNOWN,YARD WASTE VIOL,"YARD WASTE VIOLATION, YARDV, SWMS",SWMS - ENFORCEMENT UNIT," PHILLIPS LN , LOUISVILLE, KY, 40213",21,CLOSED,38.1976530177,-85.7316083403
5081269,2018-07-02 13:13:06,,UNKNOWN,ALLEY TREE,"ALLEY TREES, OBSTRUCTION, DOWN, BROKEN LIMBS, ROWOB, SWMS",SWMS - BULK WASTE,"2526 RODMAN ST , LOUISVILLE, KY, 40208",6,OPEN,38.2123691458,-85.7696453888
5081273,2018-07-02 13:14:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"3914 JEWELL AVE , LOUISVILLE, KY, 40212",5,OPEN,38.2675862513,-85.8140910379
5081272,2018-07-02 13:14:37,,UNKNOWN,JUNK MISSED,"JUNK MISSED, JUNKM, SWMS",SWMS - BULK WASTE,"3032 IRIS WAY , LOUISVILLE, KY, 40220",26,CLOSED,38.2233467613,-85.6244932312
5081274,2018-07-02 13:15:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"3018 LOUISA AVE , LOUISVILLE, KY, 40217",21,CLOSED,38.2067047228,-85.7351873355
5081278,2018-07-02 13:16:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"120 E WELLINGTON AVE , LOUISVILLE, KY, 40214",21,CLOSED,38.183162121,-85.7617557442
5081279,2018-07-02 13:17:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"1865 HARVARD DR , LOUISVILLE, KY, 40205",8,OPEN,38.2225444534,-85.6961372128
5073818,2018-07-02 13:18:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"2400 CONCORD DR , LOUISVILLE, KY, 40217",15,CLOSED,38.2110111256,-85.7493586701
5081285,2018-07-02 13:18:00,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",LPM,"2714 FRANKFORT AVE A, LOUISVILLE, KY, 40206",9,CLOSED,38.2544502226,-85.6933558775
5081280,2018-07-02 13:19:08,,UNKNOWN,ZONING CONCERNS,"ZONING, ILLEGAL BUSINESS OR SIGNS ON PRIVATE PROPERTY, ILSGN, ZONE",IPL-PROPERTY MAINTENANCE DIV.,"2122 EDGEHILL RD , LOUISVILLE, KY, 40205",8,CLOSED,38.2299655573,-85.6952125828
5081281,2018-07-02 13:20:00,,UNKNOWN,ILLEGAL DUMPING,"ILLEGAL DUMPING, NOT ON PRIVATE PROPERTY, DUMPV, SWMS",SWMS - ENFORCEMENT UNIT," BARDSTOWN RD , LOUISVILLE, KY, 40291",22,CLOSED,38.1254102944,-85.5746129811
5081283,2018-07-02 13:20:00,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"1720 EASTERN PKY , LOUISVILLE, KY, 40204",8,CLOSED,38.2303490029,-85.7118418621
5081282,2018-07-02 13:20:21,,UNKNOWN,NGARBAGE DAY,GARBAGE DAY,N-PICKUP DAYS,"2400 CONCORD DR , LOUISVILLE, KY, 40217",15,CLOSED,38.2110111256,-85.7493586701
5081284,2018-07-02 13:20:58,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2711 W CHESTNUT ST , LOUISVILLE, KY, 40211",5,CLOSED,38.253463907,-85.7965884471
5081287,2018-07-02 13:23:31,,UNKNOWN,ANIMAL CRUELTY,"ANIMAL CRUELTY, MISTREATED, NEGLECTED, ANIMC",ANIMAL SERVICES,"1126 LARCHMONT AVE , LOUISVILLE, KY, 40215",6,CLOSED,38.2067786608,-85.7783901331
5081289,2018-07-02 13:24:09,,UNKNOWN,ANIMAL CRUELTY,"ANIMAL CRUELTY, MISTREATED, NEGLECTED, ANIMC",ANIMAL SERVICES,"1336 THORNBERRY AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.2055695753,-85.7803277412
5081293,2018-07-02 13:25:00,,UNKNOWN,REPORT LITTERER,"REPORT LITTERER, LITTV, SWMS",SWMS - ENFORCEMENT UNIT," PRESTON HWY , LOUISVILLE, KY, 40213",2,OPEN,38.1696805943,-85.7075346339
5081298,2018-07-02 13:27:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1818 WOODBOURNE AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.2223455422,-85.691346447
5081300,2018-07-02 13:28:00,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM," GUTHRIE ST , LOUISVILLE, KY, 40202",4,CLOSED,38.2496643171,-85.7543758962
5081302,2018-07-02 13:28:00,,UNKNOWN,PED SIGNAL REPR,"PEDESTRIAN SIGNAL REPAIR, CROSS WALK",PUBLIC WORKS - ELEC MAINT," E CHESTNUT ST , LOUISVILLE, KY, 40202",4,CLOSED,38.2482770603,-85.7518283761
5081301,2018-07-02 13:28:38,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1202 CECIL AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.2397717414,-85.822194181
5081303,2018-07-02 13:29:00,,UNKNOWN,REPORT LITTERER,"REPORT LITTERER, LITTV, SWMS",SWMS - ENFORCEMENT UNIT," NEWBURG RD , LOUISVILLE, KY, 40205",8,OPEN,38.2135646706,-85.7009975302
5081306,2018-07-02 13:29:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"542 RAWLINGS ST , LOUISVILLE, KY, 40217",15,OPEN,38.2211450057,-85.7468106179
5081309,2018-07-02 13:30:00,,UNKNOWN,ILLEGAL DUMPING,"ILLEGAL DUMPING, NOT ON PRIVATE PROPERTY, DUMPV, SWMS",SWMS - ENFORCEMENT UNIT,"4011 SHEPHERDSVILLE RD , WEST BUECHEL, KY, 40218",10,CLOSED,38.193158389,-85.6613728923
5081307,2018-07-02 13:30:16,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"512 WINKLER AVE 1, LOUISVILLE, KY, 40208",6,CLOSED,38.2103947629,-85.767090971
5081311,2018-07-02 13:31:00,,UNKNOWN,REPORT LITTERER,"REPORT LITTERER, LITTV, SWMS",SWMS - ENFORCEMENT UNIT," SHELBYVILLE RD ,  , KY, 40223",19,OPEN,,
5081312,2018-07-02 13:34:00,,UNKNOWN,MISCELLANEOUS,"MISCELLANEOUS, MISC, CONCERN, ISSUE",PUBLIC WORKS - TRAFFIC ENG," WESTPORT RD , LOUISVILLE, KY, 40245",17,CLOSED,38.304228143,-85.5242871849
5081313,2018-07-02 13:35:23,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"227 E OAK ST , LOUISVILLE, KY, 40203",6,CLOSED,38.2345175817,-85.7523334345
5081315,2018-07-02 13:36:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"1729 DUNCAN ST , LOUISVILLE, KY, 40203",5,CLOSED,38.2619657289,-85.7787227002
5076240,2018-07-02 13:40:00,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"3764 POWELL AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1887925299,-85.7915412584
5080895,2018-07-02 13:40:00,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION," SHELBYVILLE RD , MIDDLETOWN, KY, 40245",19,CLOSED,38.2415822095,-85.4984741486
5081319,2018-07-02 13:40:00,,UNKNOWN,ZONING CONCERNS,"ZONING, ILLEGAL BUSINESS OR SIGNS ON PRIVATE PROPERTY, ILSGN, ZONE",IPL-PROPERTY MAINTENANCE DIV.,"12400 BETHANY OAKS PKY , LOUISVILLE, KY, 40272",14,CLOSED,38.0991441174,-85.8815139719
5081321,2018-07-02 13:41:00,,UNKNOWN,REPORT LITTERER,"REPORT LITTERER, LITTV, SWMS",SWMS - ENFORCEMENT UNIT," W HIGHWAY 22 , LOUISVILLE, KY, 40241",16,OPEN,38.3179539489,-85.5269251649
5081322,2018-07-02 13:41:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"2210 BOLLING AVE , LOUISVILLE, KY, 40210",3,OPEN,38.2300299635,-85.7942268184
5081323,2018-07-02 13:42:00,,UNKNOWN,RAT BAITING,"RATS, PRIVATE PROPERTY ONLY",IPL-PROPERTY MAINTENANCE DIV.,"212 S 23RD ST , LOUISVILLE, KY, 40212",4,CLOSED,38.2584305542,-85.7892229666
5081324,2018-07-02 13:42:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"1224 S SHELBY ST , LOUISVILLE, KY, 40203",4,OPEN,38.2323902847,-85.7421782132
